artista,oyentes,reproducciones,bio_resumen,pais
Rusty Zinn,6445,37686,"Rusty Zinn was born in 1970 in Long Beach, Ca. Rusty's love for music began at the tender age of five upon hearing sweet vocal harmonies on the radio. As Rusty says, ""one of my first musical memories is driving in the back seat of my folks old Toyota as my Mother drove to the laundromat and hearing The Stylistics and The Spinners on the car radio. I don't think my Mom was necessarily digging on it, I think she just merely had the radio on, but those sounds stuck with me. <a href=""https://www.last.fm/music/Rusty+Zinn"">Read more on Last.fm</a>",
Brad Paisley,1101840,18982459,"Brad Douglas Paisley (born October 28th 1972 in Glen Dale, WV) is a country music singer and songwriter. Starting with his 1999 debut album Who Needs Pictures, he has released 11 studio albums and a Christmas compilation on the Arista Nashville label, with all of his albums certified Gold or higher by the RIAA. He has scored 32 Top 10 singles on the US Billboard Country Airplay chart, 19 of which have reached #1. He set a new record in 2009 for the most consecutive singles (10) reaching the top spot on that chart. <a href=""https://www.last.fm/music/Brad+Paisley"">Read more on Last.fm</a>",
Memphis La Blusera,28308,385419,"""Memphis La Blusera"" es una banda argentina de blues y rock nacida en el barrio porteño de La Paternal el 5 de mayo de 1978. Comenzaron a tocar como banda con temáticas muy sociales y trabajadoras, saliéndose de esa línea con el disco ""Tonto Rompecabezas"", donde se van al grano de lo que es las letras sobre el amor. Para su grabación en vivo de 25º aniversario en Luna Park, se revivió parte de la fama de la banda, que además visitó otros países como Chile. <a href=""https://www.last.fm/music/Memphis+La+Blusera"">Read more on Last.fm</a>",
Tommy Johnson,79604,391454,"Tommy Johnson (1896 – November 1, 1956) was an influential American delta blues musician, who recorded in the late 1920s, and was known for his eerie falsetto voice and intricate guitar playing.

Johnson was born near Terry, Mississippi, and moved around 1910 to Crystal Springs where he lived for most of his life. He learned to play the guitar and, by 1914, was supplementing his income by playing at local parties with his brothers Major and LeDell. <a href=""https://www.last.fm/music/Tommy+Johnson"">Read more on Last.fm</a>",United States
Robert Cray,265685,2651231,"Robert Cray (born August 1, 1953, Columbus, Georgia) is an American blues guitarist and singer. A five-time Grammy Award winner, he has led his own band (the Robert Cray Band), as well as an acclaimed solo career. In 2011, Cray was inducted to the Blues Hall of Fame.

While Cray was among artists such as Stevie Ray Vaughan and George Thorogood who got wider radio airplay and regular MTV video exposure during the late 1980s, he started playing guitar in his early teens. <a href=""https://www.last.fm/music/Robert+Cray"">Read more on Last.fm</a>",United States
Uriah Heep,790975,16035085,"Uriah Heep is an English rock band formed in London in 1969. Their current lineup consists of guitarist Mick Box, keyboardist Phil Lanzon, lead vocalist Bernie Shaw, drummer Russell Gilbrook, and bassist Dave Rimmer. They have experienced numerous lineup changes throughout their 53-year career, leaving Box as the only remaining original member. Notable former members of the band are vocalists David Byron, John Lawton, John Sloman and Peter Goalby <a href=""https://www.last.fm/music/Uriah+Heep"">Read more on Last.fm</a>",
Jools Holland,86280,815003,"Julian Miles Holland (born 24 January 1958) is a British pianist, bandleader ( Jools Holland & His Rhythm & Blues Orchestra ), television presenter, architectural eccentric and pop music enthusiast. He was also a founding member of the highly acclaimed and successful band Squeeze. <a href=""https://www.last.fm/music/Jools+Holland"">Read more on Last.fm</a>",United Kingdom
Nick Moss & The Flip Tops,4674,31485,"Chicago blues is now synonymous with guitarist Nick Moss. Though the golden era of Chicago blues is long past with many of its key players deceased or retired, this young Chicagoan stands tallest in the current generation of blues performers that honor the letter and spirit of the great urban African-American music. No less than Jimmy Rogers saw Nick as a protégé, a torchbearer, and a colleague. Leading Chicago-style guitarist Buddy Guy sanctions his talent: ""Nick Moss is one of the local favorites at my club, Legends. <a href=""https://www.last.fm/music/Nick+Moss+&+The+Flip+Tops"">Read more on Last.fm</a>",
Ms. Lauryn Hill,1326796,35386645,"Lauryn Noelle Hill (born May 26, 1975) is an American rapper, singer, songwriter, record producer, and actress. She is celebrated as one of the most influential musical artists of her generation. Hill is credited with breaking barriers for female rappers, contributing to the mainstream success of both hip-hop and neo soul, and blending rap with melodic vocals. She has been honored as one of the 50 Great Voices by NPR, and one of the 200 Greatest Singers of All Time by Rolling Stone. <a href=""https://www.last.fm/music/Ms.+Lauryn+Hill"">Read more on Last.fm</a>",United States
The Rolling Stones,5674210,264639939,"The Rolling Stones is an English rock band formed in London in 1962. Active for six decades, they are one of the most popular and enduring bands of the rock era. In the early 1960s, the Rolling Stones pioneered the gritty, rhythmically driven sound that came to define hard rock. Their first stable line-up consisted of vocalist Mick Jagger, multi-instrumentalist Brian Jones, guitarist Keith Richards, bassist Bill Wyman, and drummer Charlie Watts. During their formative years <a href=""https://www.last.fm/music/The+Rolling+Stones"">Read more on Last.fm</a>",
John Hammond,93004,587213,"There are more than 2 artists that go by the name of John Hammond, two are mentioned below:

1. John Paul Hammond (born 13th November 1942), also known as ""John Hammond Jr"", is a blues singer and guitarist. He usually plays acoustic guitars and dobros and sings in a barrelhouse style. Since 1962, when he made his debut on Vanguard Records, Hammond has made 29 albums. In the 1990s he recorded for the Pointblank label. Hammond has earned one Grammy Award and been nominated for four others. <a href=""https://www.last.fm/music/John+Hammond"">Read more on Last.fm</a>",
The Robert Cray Band,73070,650389,"Robert Cray is an American blues guitarist, composer and singer.
With bassist Richard Cousins, keyboardist Peter Boe and drummer Tom Murphy, they launched The Robert Cray Band in 1980 with ""Who's Been Talkin"". The album was recorded during constant touring in the U.S. in 1978. The record was initially shelved for two years, being eventually issued by the short-lived Tomato label (whose licence was picked up by ""Atlantic Records"" (U.S.) and ""Charly"" in the UK. <a href=""https://www.last.fm/music/The+Robert+Cray+Band"">Read more on Last.fm</a>",United States
Kirk Fletcher,19465,107645,"When founder and CEO Randy Chortkoff initially formed Delta Groove Music, his vision for the label’s first two premiere albums shared a common bond; an exceptionally gifted, young African-American guitarist named Kirk Fletcher. Born December 23, 1975 in Bellflower, California, and son of a Baptist minister, Fletcher began playing guitar at the age of eight after watching his brother Walter perform at their father’s church. A life changing experience then occurred at the age of twelve <a href=""https://www.last.fm/music/Kirk+Fletcher"">Read more on Last.fm</a>",
Ben B. Beckendorf,2006,5275,biografia no encontrada,
Sammy Price,11269,50345,"Sammy Price (October 6, 1908 – April 14, 1992) was an American jazz, boogie-woogie and jump blues pianist and bandleader. 

He was born Samuel Blythe Price, in Honey Grove, Texas, United States. Price was most noteworthy for his work on Decca Records with his own band, known as the Texas Bluesicians, that included fellow musicians Don Stovall and Emmett Berry. The artist was equally notable for his decade-long partnership with Henry ""Red"" Allen. <a href=""https://www.last.fm/music/Sammy+Price"">Read more on Last.fm</a>",United States
Blues Company,21963,228244,"There are three similar bands with the same name.
1. Blues Company - Hungary's No.1 Motorcycle-Blues Band
2. Blues Company - Germany´s No.1 Blues Band
3. Istambul Blues Company (İstanbul Blues Kumpanyası) - Blues band from turkey

1.) A Blues company 1994-ben alakult magyar rockegyüttes, amely jellegzetes, blues alapú zenéjéről, és humoros, gyakran vulgáris hangvételű szövegeiről vált híressé. Gyakran lépnek fel motorostalálkozókon, fesztiválokon. <a href=""https://www.last.fm/music/Blues+Company"">Read more on Last.fm</a>",
Gary Moore,949553,17249767,"Gary Moore (born April 4, 1952 as Robert William Gary Moore in Belfast, Northern Ireland, United Kingdom; died February 6, 2011 in Malaga, Spain) is acknowledged as one of the finest guitarists to have originated in Ireland. He was a virtuoso guitarist and is considered by his fans to be one of the best guitar players ever.

In a career dating back to the 1960s he has played with bands including Thin Lizzy, Colosseum II, Greg Lake and Skid Row as well as having a successful solo career. <a href=""https://www.last.fm/music/Gary+Moore"">Read more on Last.fm</a>",
Sue Foley,36605,313880,"Sue Foley (born March 29, 1968, Ottawa, Ontario, Canada) is a Canadian blues singer and guitarist. She has also recorded as Peter Karp & Sue Foley. 

Since her first album in 1992  Foley has recorded a string of albums, for both Antone's Records and Shanachie Records. She has spent many years on the road as a bandleader, lead vocalist, guitarist and manager of her own band. In addition to her own touring, she has also shared the stage with blues musicians such as Back Alley John, B. B. King, Buddy Guy and John Lee Hooker.  <a href=""https://www.last.fm/music/Sue+Foley"">Read more on Last.fm</a>",Canada
Murali Coryell,6068,25436,"Acclaimed by Billboard, CNN, Rolling Stone, & The New York Times, singer/guitarist/songwriter Murali Coryell is a rising force in contemporary American music. As the son of jazz guitar legend Larry Coryell and author/actress Julie Coryell and grandson of TV, film and stage actress Carol Bruce, Murali was born into an entertainment family. Murali is blessed with a voice that has been called soothing and soulful. With a guitar style to match he has <a href=""https://www.last.fm/music/Murali+Coryell"">Read more on Last.fm</a>",United States
Aerosmith,4588950,127189422,"Aerosmith is an American rock band formed in Boston, Massachusetts, in 1970. The group consists of lead vocalist Steven Tyler, bassist Tom Hamilton, drummer Joey Kramer, and guitarists Joe Perry and Brad Whitford. Their musical style is primarily rooted in blues-based hard rock and also incorporates elements of pop rock, heavy metal, glam metal, and rhythm and blues. The band’s primary songwriting partnership between Tyler and Perry is often referred to as the Toxic Twins. <a href=""https://www.last.fm/music/Aerosmith"">Read more on Last.fm</a>",United States
Eddie Hope,1112,4008,biografia no encontrada,
Etta James,2184835,30703861,"Etta James (1938-2012) was a U.S.  blues, soul, R&B, rock & roll, and jazz singer and songwriter. She is the winner of four Grammies, seventeen Blues Music Awards, and was inducted into the Rock & Roll Hall of Fame (in 1993), the Blues Hall of Fame (in 2001), and the Grammy Hall of Fame (in both 1999 and 2008).

James was born Jamesetta Hawkins in Los Angeles, California, on 25th January 1938, to an unmarried fourteen-year-old mother, Dorothy Hawkins. <a href=""https://www.last.fm/music/Etta+James"">Read more on Last.fm</a>",
Heaven & Earth,12350,113929,"There is more than one artist under the name Heaven & Earth.

One is a soul group from Chicago, Illinois, U.S.A. and released 4 LPs from 1976 to 1981.

>>
A vocal quartet that originally went by the name the Soul Majestics, and consisted of brothers Dwight Dukes (falsetto/lead tenor) and James Dukes (bass), Keith Steward (tenor) and Michael Brown (baritone). Under the direction of producer Clarence Johnson, they recorded four albums as Heaven Earth: one for General Entertainment Corporation (GEC), three for Mercury (Phonogram) and one for WMOT. <a href=""https://www.last.fm/music/Heaven+&+Earth"">Read more on Last.fm</a>",
W.C. Clark,9252,41127,"W.C. Clark (born Wesley Curley Clark in Austin, TX, on 16 November 1939; died 2 March 2024) was an American blues musician remembered as the ""Godfather of Austin Blues"" for his influence on the Austin, TX, blues scene since the late 1960s. 

In the late 1960s, Clark joined the Joe Tex band. After forming several bands with various names, Clark formed the W.C. Clark Blues Revue in 1975. 

“Modern Texas blues at its best…impeccable, soothing soul and flashy <a href=""https://www.last.fm/music/W.C.+Clark"">Read more on Last.fm</a>",United States
Ray Charles,2727950,43013714,"Ray Charles (Ray Charles Robinson,  Albany, Georgia, September 23, 1930 - Beverly Hills, California, June 10, 2004), was an American singer-songwriter, musician, arranger, and band leader. 

As a rock and roll, rhythm & blues, soul, blues, jazz, country and pop musician he helped to shape the sound of rhythm & blues.

He brought a soulful sound to everything from country music (""I Can't Stop Loving You"") to rock and roll (""Mess Around""), to pop standards to a now-iconic rendition of ""America the Beautiful. <a href=""https://www.last.fm/music/Ray+Charles"">Read more on Last.fm</a>",United States
Marc Broussard,284616,2654398,"Marc Broussard (born January 14, 1982) is an American singer and songwriter. The Louisiana native released his first major album (with Island Def Jam Records) on August 3, 2004. The album's title Carencro pays tribute to the musician's hometown of Carencro, Louisiana. His style is best described as ""Bayou Soul,"" a mix of funk, blues, R&B, rock, and pop, matched with distinct Southern roots.

Marc is best known for the songs ""Where You Are"" and ""Home. <a href=""https://www.last.fm/music/Marc+Broussard"">Read more on Last.fm</a>",United States
Dr. Feelgood,158303,2111133,"Dr. Feelgood is a British pub rock band, formed in 1971. The classic line-up included Lee Brilleaux (b. 1953, d. 7 April 1994; vocals/harmonica), Wilko Johnson (b. John Wilkinson, 1947, d. 21 November 2022; guitar), John B. Sparks (b. 1953; bass) and John 'The Big Figure' Martin (drums). 

Initially based in Canvey Island, Essex, on the Thames estuary, Dr. Feelgood broke into the London circuit in 1974. Brilleaux's menacing personality complemented Johnson's propulsive <a href=""https://www.last.fm/music/Dr.+Feelgood"">Read more on Last.fm</a>",United Kingdom
Monkey Beat,692,2455,biografia no encontrada,
Guitar Shorty,43667,318046,"There are two artists with the name 'Guitar Shorty': 
1) Guitar Shorty was American blues guitarist, singer and songwriter David William Kearney  (born on 8 September 1934 ; died 20 April 2022) who was known for his explosive guitar style and wild stage antics. 
2) Guitar Shorty was American acoustic blues guitarist John Henry Fortescue (born on 24 January 1923; died 26 May 1976). 

I. Guitar Shorty (born David William Kearney on  8 September 1934 ; died 20 April 2022), was an American blues guitarist. <a href=""https://www.last.fm/music/Guitar+Shorty"">Read more on Last.fm</a>",United States
Johnny Burnette & The Rock 'n' Roll Trio,48709,292140,"Johnny Burnette & The Rock 'n' Roll Trio was an American rockabilly group formed in Memphis, Tennessee, during the 1950s. Later recordings were attributed to The Johnny Burnette Trio. The members of the Trio were Dorsey Burnette, his younger brother Johnny Burnette, and a friend Paul Burlison. Dorsey and Johnny Burnette were both natives of Memphis, having been born there in 1932 and 1934 respectively. Paul Burlison was born in Brownsville, Tennessee in 1929, but moved to Memphis with his family in 1937. <a href=""https://www.last.fm/music/Johnny+Burnette+&+The+Rock+%27n%27+Roll+Trio"">Read more on Last.fm</a>",United States
Tommy Castro,73110,619059,"Tommy Castro (born April 15, 1955) is an American blues, R&B, and rock guitarist and singer. He has been recording since the mid-1990s. His music has taken him from local stages to national and international touring. His popularity was marked by his winning the 2008 Blues Music Award for Entertainer of the Year.[1]

According to The Chicago Sun-Times, Castro plays ""Memphis soul-drenched R&B…top-of-the-line blues.""[2] Tom Callahan of Blurt added, ""Castro has a soulful voice, searing guitar and is an excellent songwriter and vocalist. <a href=""https://www.last.fm/music/Tommy+Castro"">Read more on Last.fm</a>",United States
Lighthouse Family,565149,6540576,"Lighthouse Family was a British pop-soul duo formed in 1993 that rose to prominence in the mid-1990s and initially remained active until 2003. The duo reformed during 2010 to 2011 and again from 2019 before splitting in 2022. 

The duo comprised vocalist Tunde Baiyewu (born in London on 25 November 1968) and keyboard player Paul Tucker, (born in London on 12 August 1968) and formed in 1993 in Newcastle upon Tyne, England after meeting at college. Their 1995 debut album ""Ocean Drive"" sold more than 1. <a href=""https://www.last.fm/music/Lighthouse+Family"">Read more on Last.fm</a>",United Kingdom
Jimmy LaFave,27480,338306,"Jimmy LaFave (born 12  July 1955 in Wills Point, Texas, a small town 30 miles east of Dallas; died May 21, 2017) was an American singer-songwriter. He is best remembered for crafting a musical style called Red Dirt music, which he did after moving to Stillwater, Oklahoma, something which cemented him as a disciple of the state's most famous folk musician: Woody Guthrie.

LaFave began school down the road from Wills Point in Mesquite and by Junior High was making music perched behind his Sears & Roebuck drum kit. <a href=""https://www.last.fm/music/Jimmy+LaFave"">Read more on Last.fm</a>",United States
Delbert McClinton,90978,842882,"Delbert McClinton is a blues musician born 4 November 1940, in Lubbock, Texas. He honed his craft working in a bar band, The Straitjackets, backing visiting blues giants such as Sonny Boy Williamson II, Howlin' Wolf, Lightnin' Hopkins, and Jimmy Reed. He made his first recordings as a member of the Ron-Dels and was noted for his distinctive harmonica work on Bruce Channel's 1962 hit ""Hey Baby"". On a tour of the UK with Channel, McClinton met a young John Lennon and advised him on his harmonica technique <a href=""https://www.last.fm/music/Delbert+McClinton"">Read more on Last.fm</a>",
De-Phazz,646436,12381796,"De Phazz is a downtempo jazz ensemble integrating modern turntablism and elements of soul, Latin, trip hop and drum and bass into a lounge music sound. De Phazz is led by Pit Baumgartner, a German producer who changes his crew for every new album. Some of the more permanent members are Karl Frierson and Pat Appleton. Since the release of Detunized Gravity and Godsdog, De Phazz have appeared on the radar of listeners of equally innovative and sample-driven jazz by the likes of Amon Tobin and The Cinematic Orchestra. <a href=""https://www.last.fm/music/De-Phazz"">Read more on Last.fm</a>",Germany
Dr. John,665626,7299392,"Dr. John (born Malcolm John Rebennack on 20 November 1941; died 6 June 2019) was an American singer, pianist, guitarist, and songwriter whose music combined blues, boogie woogie and rock and roll.  The winner of six Grammy awards, Rebennack was inducted to the Rock and Roll Hall of Fame by singer John Legend on Monday, March 14, 2011. He was variously known as Mac Rebennack, Dr. John Creaux, Dr. John, the Night Tripper.

Dr. John began making his own idiosyncratic music in the 1960s. <a href=""https://www.last.fm/music/Dr.+John"">Read more on Last.fm</a>",United States
Magic Slim,55880,331449,"Magic Slim (born Morris Holt in Torrence, Mississippi, in 1937; died February 21, 2013) was a well-known American blues singer and guitarist who led one of the major Chicago blues bands, Magic Slim and The Teardrops, for about 30 years. He first came to the city in 1955 with friend and mentor Magic Sam. The elder Magic (Sam) let the younger magic (Slim) play bass with his band and even gave him his nick-name (the later-imposing Magic Slim was apparently a bit leaner back in the fifties). <a href=""https://www.last.fm/music/Magic+Slim"">Read more on Last.fm</a>",United States
Christian Padovan,4648,19259,biografia no encontrada,
Susan Tedeschi,158923,1625592,"Susan Tedeschi (born 9 November 1970 in Boston, Massachusetts) is an American blues and soul musician who has received multiple Grammy Award nominations. She is known for her singing voice, guitar playing, and stage presence. Married to blues guitarist Derek Trucks, Tedeschi is also known for her current endeavor, Tedeschi Trucks Band (originally know as ""Soul Stew Revival""), a conglomeration of The Derek Trucks Band and assorted other musicians. <a href=""https://www.last.fm/music/Susan+Tedeschi"">Read more on Last.fm</a>",United States
Lucky Lloyd,1586,5044,biografia no encontrada,
R.L. Burnside,276498,3219408,"R. L. Burnside (November 23, 1926 – September 1, 2005), born Robert Lee Burnside, was an American blues singer, songwriter, and guitarist who lived much of his life in and around Holly Springs, Mississippi. He played music for much of his life, but did not receive much attention until the early 1990s. In the latter half of the 1990s, Burnside repeatedly recorded with Jon Spencer, garnering crossover appeal and introducing his music to a new fanbase within the underground garage rock scene. <a href=""https://www.last.fm/music/R.L.+Burnside"">Read more on Last.fm</a>",United States
Ten Years After,926426,9092482,"Ten Years After is an English blues rock band, most popular in the late 1960s and early 1970s. Between 1968 and 1973, the band scored eight Top 40 albums in the UK Albums Chart,  twelve albums in the US Billboard 200, and are best known for tracks such as ""I'm Going Home"", ""Hear Me Calling"", ""I'd Love to Change the World"" and ""Love Like a Man"". Their musical style is blues rock and hard rock.

Originally from Nottingham in the UK, this band of virtuoso <a href=""https://www.last.fm/music/Ten+Years+After"">Read more on Last.fm</a>",
Johnny Boyd,3230,14378,biografia no encontrada,
Horace Silver,523349,4367048,"Horace Silver (September 2, 1928 - June 18, 2014) was an American jazz pianist and composer. 
He is known for his distinctive humorous and funky playing style, and for his pioneering contributions to hard bop. Silver was influenced by a wide range of musical styles, notably gospel music, African music, and Latin American music. Silver began his career as a saxophonist, but later switched to piano. His playing was highly influenced by the style of Bud Powell.  <a href=""https://www.last.fm/music/Horace+Silver"">Read more on Last.fm</a>",United States
Luther Johnson,37054,147370,"There is more than one artist called Luther Johnson.

1) Luther Johnson (April 11, 1939-) is a Chicago blues singer and guitarist, who performs under the name Luther ""Guitar Junior"" Johnson. He is not billed as simply ""Guitar Junior"".

He was born in Itta Bena, Mississippi, USA in 1939 and moved to Chicago with his family in 1955. During the 1960s, he performed with Magic Sam. Johnson performed in Muddy Water's band from 1972 to 1980. In 1980, four of his songs were included on an anthology by Alligator Records. <a href=""https://www.last.fm/music/Luther+Johnson"">Read more on Last.fm</a>",
Mark Selby,11901,99854,"Mark Otis Selby (born in Enid, Oklahoma, died September 18, 2017 in Nashville, Tennessee, aged 56) was an American blues rock singer-songwriter, guitarist, multi-instrumentalist and producer. He is a solo artist, signed to ZYX Records in Europe, and one half of performing duo with his wife, songwriter Tia Sillers. He also plays guitar in recording sessions for musical artists such as Kenny Rogers, Johnny Reid, Keni Thomas, Jimmy Hall and Wynonna Judd. <a href=""https://www.last.fm/music/Mark+Selby"">Read more on Last.fm</a>",United States
Lightnin' Hopkins,360414,3665641,"Samuel John ""Lightnin'"" Hopkins (March 15, 1912 – January 30, 1982) was an American country blues singer, songwriter, guitarist and occasional pianist, from Centerville, Texas. Rolling Stone magazine ranked him number 71 on its list of the 100 greatest guitarists of all time.

The musicologist Robert ""Mack"" McCormick opined that Hopkins is ""the embodiment of the jazz-and-poetry spirit, representing its ancient form in the single creator whose words and music are one act"". <a href=""https://www.last.fm/music/Lightnin%27+Hopkins"">Read more on Last.fm</a>",United States
The Blues Brothers,628390,8917981,"The Blues Brothers is an American blues band founded in 1978 by comedians Dan Aykroyd and John Belushi as part of a musical sketch on Saturday Night Live. Belushi and Aykroyd, respectively in character as lead vocalist ""Joliet"" Jake Blues and harpist/vocalist Elwood Blues, fronted the band, which was composed of well-known and respected musicians. The band made its debut as the musical guest on the April 22, 1978, episode of Saturday Night Live.
 <a href=""https://www.last.fm/music/The+Blues+Brothers"">Read more on Last.fm</a>",United States
Dany Brillant,40839,374844,"French singer, influenced by 60s rock n'roll.

After studying for two years to become a doctor, he dropped out and entered the prestigious Parisian theater school, 'Cours Florent'. <a href=""https://www.last.fm/music/Dany+Brillant"">Read more on Last.fm</a>",France
La Mississippi,10165,137166,"Argentinean blues band La Mississippi started playing under the name of Mississippi Blues Band in the late '80s. In 1993, the group released its debut album, called Mbugi, followed by 1995's Bagayo and 1996's Classic. La Mississippi starting getting closer to contemporary blues while recording Cara y Ceca in 1997. Two years later, the six-piece act had the opportunity to perform in front of a major audience, when they opened for Credence Clearwater Revisited at Buenos Aires' Obras Sanitarias. They later issued Palacio de Pulgas. 
 
 <a href=""https://www.last.fm/music/La+Mississippi"">Read more on Last.fm</a>",
Doyle Bramhall II,27818,271137,"Doyle Bramhall II (born 24 December 1968) is a guitarist and vocalist in his band Smokestack  and was also the second guitarist in Eric Clapton's band from 2004 to 2009. He is the son of singer, songwriter and drummer Doyle Bramhall, who was raised with Stevie Ray Vaughan and Jimmie Vaughan.

At age 16, Doyle Bramhall II toured with Jimmie Vaughan's band, The Fabulous Thunderbirds, as second guitarist. In 1992 Doyle formed Arc Angels with Charlie <a href=""https://www.last.fm/music/Doyle+Bramhall+II"">Read more on Last.fm</a>",
Jimmie Vaughan,147236,922923,"Jimmie Lawrence Vaughan (born in March 20, 1951 in Dallas, Texas) is an American blues guitarist and singer. He is the older brother of Stevie Ray Vaughan.

Jimmie Vaughan's style was influenced by Freddie King who gave him personal advice. Also two other blues guitarists, Albert King and B. B. King, were important influences. Johnny ""Guitar"" Watson was another important early influence (Jimmie says that he and his younger brother Stevie studied Johnny ""Guitar"" Watson more than any other single guitarist). <a href=""https://www.last.fm/music/Jimmie+Vaughan"">Read more on Last.fm</a>",United States
Wes Montgomery,780410,10343606,"John Leslie ""Wes"" Montgomery (March 6, 1923 – June 15, 1968) was an American jazz guitarist. He is widely considered one of the major jazz guitarists, emerging after such seminal figures as Django Reinhardt and Charlie Christian and influencing countless others, including George Benson, Kenny Burrell, Royce Campbell, Grant Green, Jimi Hendrix, Steve Howe, Russell Malone, Pat Martino, Pat Metheny, Lee Ritenour, Randy Napoleon, and Emily Remler.
 <a href=""https://www.last.fm/music/Wes+Montgomery"">Read more on Last.fm</a>",United States
Jamie Cullum,1320953,27807178,"Jamie Cullum (born 20 August 1979) is an English jazz singer-songwriter, and multi-instrumentalist. Though he is a primarily a vocalist, he also accompanies himself on instruments including piano, guitar and drums.

Cullum was born in Romford, East London. He was brought up in Hullavington, Wiltshire, and educated at the independent fee-paying Grittleton House School and the sixth form at Sheldon School. He then went on to study English Literature, and minored in Film Studies, at Reading University where he graduated with First Class Honours. <a href=""https://www.last.fm/music/Jamie+Cullum"">Read more on Last.fm</a>",
Lead Belly,203863,1950861,"Huddie Ledbetter (23 January 1888 - December 1949) was a leading American blues singer and guitarist. His songbook contained a large number of standard folk tunes, most adapted from previous sources.

Though many of his posthumous releases list him as ""Leadbelly,"" he himself spelled it ""Lead Belly."" This is also the usage on most of his original records, tombstone, as well as of the Lead Belly Foundation.

Lead Belly was born in Mooringsport, Louisiana, and spent time in and out of prison most of his life. <a href=""https://www.last.fm/music/+noredirect/Lead+Belly"">Read more on Last.fm</a>",United States
The Bel-Aires,2712,8552,biografia no encontrada,
Sam Myers,9795,35706,"Sam Myers (February 19, 1936 – July 17, 2006) was an American blues musician and songwriter.

He was born in Laurel, Mississippi. Myers appeared as an accompanist on dozens of recordings for blues artists over the past five decades, and fronted one of the top blues bands in the world. He began his career as a drummer for Elmore James but was most famous as a blues vocalist and blues harp player. Myers was in high demand for his authentic delta blues sound. <a href=""https://www.last.fm/music/Sam+Myers"">Read more on Last.fm</a>",United States
The Band,1352459,26997139,"The Band was an influential Canadian rock n' roll group in the 1960s and 1970s formed in Toronto, Ontario, Canada. The original members were Robbie Robertson (guitar, piano, drums, harmonica), Richard Manuel (piano, harmonica, drums, saxophone, organ, slide guitar), Garth Hudson (organ, piano, clavinet, accordion, synthesizer, saxophone), Rick Danko (bass guitar, violin, trombone, guitar), and Levon Helm (drums, mandolin, guitar, bass guitar, harmonica).  <a href=""https://www.last.fm/music/The+Band"">Read more on Last.fm</a>",Canada
Mark Knopfler,821170,24127457,"Mark Freuder Knopfler, OBE (born 12 August 1949) is a British singer, guitarist, composer, songwriter, record producer, and film score composer. He was the lead guitarist, lead singer, and songwriter for the rock band Dire Straits, which he co-founded with his younger brother, David Knopfler, in 1977. He was born in Glasgow but raised near Newcastle upon Tyne, England.

Since Dire Straits disbanded in 1995, Knopfler has recorded and produced nine solo albums and, as with his previous band, produced many hit songs. <a href=""https://www.last.fm/music/Mark+Knopfler"">Read more on Last.fm</a>",United Kingdom
Juicy Lucy,29222,174417,"1) - Juicy Lucy is a British blues rock band formed in 1969. The band name was inspired by a character in The Virgin Soldiers (1966) by Leslie Thomas. 

Juicy Lucy was formed by steel guitarist Glenn Ross Campbell, and prolific Blackburn saxophonist Chris Mercer, following the demise of The Misunderstood. They subsequently recruited vocalist Ray Owen, guitarist Neil Hubbard, bassist Keith Ellis, and drummer Pete Dobson.

The line-up of the band has changed throughout its existence. <a href=""https://www.last.fm/music/Juicy+Lucy"">Read more on Last.fm</a>",United Kingdom
John Littlejohn,5634,21082,"John Wesley Funchess (April 16, 1931 – February 1, 1994) known professionally as John (or Johnny) Littlejohn, was an American blues slide guitarist. He was active on the Chicago blues circuit from the 1950s to the 1980s.

Born in Lake, Mississippi, Littlejohn first learned to play the blues from Henry Martin, a friend of his father. In 1946 he left home and traveled widely, spending time in Jackson, Mississippi, Arkansas, Rochester, New York, and Gary, Indiana. <a href=""https://www.last.fm/music/John+Littlejohn"">Read more on Last.fm</a>",United States
The Ditty Bops,137094,2246921,"The Ditty Bops is a band from Los Angeles, California that play a blend of folk, bluegrass, jazz, swing music, ragtime and musical theater. They are headed by Abby DeWald (vocals and acoustic guitar) and Amanda Barrett (vocals, mandolin and dulcimer). They are noted for their excellent harmonies and generally playful style and tempo.

The Ditty Bops formed in New York City, when Abby and Amanda were on a hunt for a friend's lost cat. When they stumbled into the backyard of a stranger <a href=""https://www.last.fm/music/The+Ditty+Bops"">Read more on Last.fm</a>",
Patrick Yandall,11358,80845,"Patrick Yandall. Contemporary and smooth jazz guitarist with 14 international releases. He has been featured in Jazziz, Smooth Jazz News, Jazz Times, Guitar Player, and many other print and internet media. A producer and session guitarist based in San Diego, CA. His music has been used in feature film, Television, commercials, Internet media, The Weather Channel, Music Choice, and more! Producer and session musician. Influenced by Larry Carlton, George Benson <a href=""https://www.last.fm/music/Patrick+Yandall"">Read more on Last.fm</a>",
Marcia Ball,41828,305915,"Marcia Ball (born 20 March 1949) is an American blues singer and pianist born in Orange, Texas but who grew up in Vinton, Louisiana. This same region spawned other American blues greats, including Clifton Chenier, Janis Joplin, Lonnie Brooks, Stevie Ray Vaughan, The Fabulous Thunderbirds, and Kenny Neal.

Born into a musical family, Ball began playing piano at age 5, and showed an early interest in New Orleans style piano playing, as exemplified by Fats Domino, Professor Longhair, and James Booker. <a href=""https://www.last.fm/music/Marcia+Ball"">Read more on Last.fm</a>",United States
