artista,oyentes,reproducciones,bio_resumen,pais
Special D.,255482,1767469,"There are multiple artists with this name:

1) Special D. (real name Dennis Horstmann) is a German DJ and dance music artist who is particularly popular in The Netherlands, where he won the ""Best Dance International"" award at the 2004 TMF NL Awards. He is also popular among the Euro-Trance scene in North America.

His best known track, ""Come With Me"", reached number #6 in the UK Singles Chart and #4 in the Irish Singles Chart in April 2004.

2) Special D is an American Christian alternative rock band from western Kentucky. <a href=""https://www.last.fm/music/Special+D."">Read more on Last.fm</a>",Germany
weirdo girl,42581,415002,biografia no encontrada,
Safri Duo,386914,3421197,"Safri Duo is a Danish percussion duo composed of Uffe Savery (born April 5, 1966) and Morten Friis (born August 21, 1968). Initially classically oriented, by 1999 they were discovered by a label executive working on classical music. After being signed, a track mixing both tribal sound and modern electronica was set to be released in 2000 The result was the tremendously popular ""Played-a-live (The Bongo Song),"" that became one of the most popular songs in Europe that year. <a href=""https://www.last.fm/music/Safri+Duo"">Read more on Last.fm</a>",
Mandalay,430288,4157547,"For their current activities, see www.mandalay-music.com / www.saulfreeman.com / www.nicolahitchcock.com

Vocalist and songwriter Nicola Hitchcock and Saul Freeman Ex-Thieves joined forces in the mid-nineties to form Mandalay, signed to V2 records and released three albums.  Mandalay's debut album ""Empathy"" release in 1998.  In 2000, Mandalay release their second album ""Instinct"".  In 2001,  ""Solace"" a two disc album released exclusively in the US. <a href=""https://www.last.fm/music/Mandalay"">Read more on Last.fm</a>",
AndreiD,2220,11070,biografia no encontrada,
Solid Base,68924,840605,"Solid Base is a Swedish eurodance group.

Lead singer in the group is Isabelle Heitman, she was born in Oslo, Norway in 1972 and has had a passion for singing since her childhood. At the age of 10 she moved to Gothenburg, Sweden. A few year afters when she had moved to Stockholm she started to sing in various talent competitions. One day she got a phone call from the producer Pat Reiniz asking her to sing for him. She ended up singing for Cool James and Black Teacher on their album. <a href=""https://www.last.fm/music/Solid+Base"">Read more on Last.fm</a>",
New Order,3063211,112463449,"New Order is an English new wave/synthpop band which formed in 1980 in Salford, England, United Kingdom by the three remaining members of Joy Division. The band's classic lineup consists of Bernard Sumner (vocals, guitar, keyboards), Peter Hook (bass, electronic percussion), Gillian Gilbert (keyboards, guitar) and Stephen Morris (drums, keyboards). The group effectively disbanded in 1993 but reformed in 1998. Gilbert left in 2001 to look after her and Morris' children and was replaced by guitarist/keyboardist Phil Cunningham. <a href=""https://www.last.fm/music/New+Order"">Read more on Last.fm</a>",
RJD2,1206207,34641508,"RJD2 is Ramble John Krohn, a hip-hop producer. RJD2 was born in Eugene, Oregon, and raised in Columbus, Ohio. Until recently, he was part of the Definitive Jux label and produced tracks for many of its artists, as well as having a solo career.  In 2006, RJ ""ditched hip-hop"" for the indie-rock label XL, releasing The Third Hand in March 2007.

From 1998 to 1999, he saw success blossom as DJ/producer for the Columbus-based group the Megahertz, with two twelve-inch singles on Bobbito Garcia's legendary NY label, Fondle 'Em Records. <a href=""https://www.last.fm/music/RJD2"">Read more on Last.fm</a>",
Nils Petter Molvær,180348,2333726,"Nils Petter Molvær (born September 18 1960 in Sula, Norway) is a Norwegian trumpet player, composer and producer, who connects multiple music styles - jazz, ambient, house, electronic and break beats, as well as elements from hip hop, rock and pop music - and melts them into convincing soundscapes of deep intensity. Often eclectic, Molvær's style is similar to avant-garde trumpeter Toshinori Kondo. His interest in both acoustic and electric music shows the ease with which he handles the conventions of pop <a href=""https://www.last.fm/music/+noredirect/Nils+Petter+Molv%C3%A6r"">Read more on Last.fm</a>",Norway
Paul Kalkbrenner,713692,26532073,"Paul Kalkbrenner (1977) is a producer, DJ and actor from Berlin, Germany. He is signed to the famous Bpitch control label founded by Ellen Allien.

Starting as a trumpet player and studying music theory, Kalkbrenner later switched to electronic music. In 1999 he released his first tracks under the name of Paul dB+. As a live act, he performs using Ableton Live in combination with midi controllers and hardware synthesizers.

In 2008 he composed the sountrack for the German movie Berlin Calling in which he also is the leading actor. <a href=""https://www.last.fm/music/Paul+Kalkbrenner"">Read more on Last.fm</a>",Germany
Jan Jelinek,178773,2747092,"Jan Jelinek (whose monikers include Gramm, for Source Records, and Farben), is a Berlin-based producer of electronic music drawing influences from jazz, dub, funk, soul, and house.  Prior to releasing on the ~Scape label under his own name, he had put out albums as Farben (for Klang Elektronik).  On 2001's Loop-Finding-Jazz-Records, Jelinek manipulates fragments of sound from old jazz recordings, transforming them beyond recognition into completely new pieces of music. <a href=""https://www.last.fm/music/Jan+Jelinek"">Read more on Last.fm</a>",
Clara Hill,97744,1218466,"Clara started to discover the power of voice in the eighties, when she was singing alongside some tunes by Madonna. At a certain point it was clear to her that she wanted to join and front a band. Aged seventeen, she founded the acid jazz combo Superjuice, together with her friend Funès. In the early nineties, at the height of acid jazz, the band toured through Berlin clubs, gathering a high-profile reputation. During these years, Clara made her first steps in live music. <a href=""https://www.last.fm/music/Clara+Hill"">Read more on Last.fm</a>",
Flunk,737618,13053818,"Flunk is a Norwegian electronic band consisting of producer Ulf Nygaard, guitarist Jo Bakke, drummer Erik Ruud, and vocalist Anja Øyen Vister.

The band began as a project between Ulf and Jo in Oslo, Norway in the winter of 2000-01. Starting out as an instrumental and sampled vocal project, they were signed for a track on a compilation by Beatservice Records in Winter 2001. On hearing the finished track, label manager Vidar Hanssen signed the unnamed band for a full album. <a href=""https://www.last.fm/music/Flunk"">Read more on Last.fm</a>",Norway
Micatone,285929,3705772,"German electronic/jazz band: Boris Meinhold (guitar, synth), Tim Kroker (drums), Sebastian 'Hagen' Demmin (keyboards; worked as a live keyboarder with Daft Punk), Lisa Bassenge (vocals), Stefan Rogall (programming) and Paul Kleber (kontrabass).

After the splendid albums ""Nine Songs"" and ""Is You Is"", Micatone present their third album ""Nomad Songs"" on Sonarkollektiv. Their first two albums were more electronically influenced and showed their studio production abilities. <a href=""https://www.last.fm/music/Micatone"">Read more on Last.fm</a>",Germany
Visage,547390,4738633,"Visage were a British new romantic band formed in 1978 by Steve Strange (former member of the punk band Moors Murderers) and Rusty Egan (previously the drummer for The Rich Kids). 

Initially, the band was comprised of Steve Strange, Rusty Egan and Midge Ure (also previously of The Rich Kids). Also in there, and credited as a co-writer of FADE TO GREY was Chris Payne,a member of Gary Numan's band. The trio recorded a demo which included a cover of the Zager and Evans hit ""In the Year 2525"". <a href=""https://www.last.fm/music/Visage"">Read more on Last.fm</a>",United Kingdom
Ronny Jordan,200768,1470452,"Ronny Jordan (born Ronald Laurence Albert Simpson on November 29, 1962 in London, England) was a guitarist at the forefront of the acid jazz movement at the end of the twentieth century. 

He came to prominence after being featured on Guru's tour de force, Jazzmatazz, Vol. 1, which saw release in 1993. He was also one of the artists whose recordings are featured on Stolen Moments — a compilation album released in 1994 to benefit the Red Hot Organization. <a href=""https://www.last.fm/music/Ronny+Jordan"">Read more on Last.fm</a>",
Moby,3528837,135940462,"Richard Melville Hall (born September 11, 1965), known professionally as Moby, is an American musician, songwriter, singer, producer, and animal rights activist. He has sold 20 million records worldwide. AllMusic considers him to be ""among the most important dance music figures of the early 1990s, helping bring dance music to a mainstream audience both in the United States and the United Kingdom."" After taking up guitar and piano at age nine, he played <a href=""https://www.last.fm/music/Moby"">Read more on Last.fm</a>",United States
Röyksopp,2321627,90062519,"Röyksopp is a Norwegian electronic music duo formed in 1998 in Tromsø and currently based in Bergen. The band consists of Torbjørn Brundtland and Svein Berge, both being songwriters, producers and remixers. They usually rely on the use of other vocalists for their songs and occasionally they perform the vocal parts. The Norwegian word ""røyksopp"" means puffball fungus (literally ""smoke mushroom""), but the band has stated in interviews that they are actually referring to the mushroom cloud created by atomic bombs. <a href=""https://www.last.fm/music/+noredirect/R%C3%B6yksopp"">Read more on Last.fm</a>",Norway
Sexbomb Girls,21754,162593,"The Sexbomb Girls (or also known as SexBomb Dancers) are an all-female singing and dancing group from the Philippines. 

The Sexbomb Dancers were originally composed of four members upon their formation in 1999. They were background dancers for Eat Bulaga, the Philippines' longest running noontime variety show. Of the four original members, only Rochelle Pangilinan remains part of the Sexbomb Girls, and is regarded as the leader because of her seniority. <a href=""https://www.last.fm/music/Sexbomb+Girls"">Read more on Last.fm</a>",
Paffendorf,185208,1293674,"Paffendorf is a dance duo based in Cologne, Germany. The duo consists of Ramon Zenker, formerly of Fragma, and Gottfried Engels. Paffendorf is best known for the 2002 hit ""Be Cool"", although they have had various successful hits across Europe.

The pair's first hits were in 2001, the singles ""Rhythm and Sex"" and ""Where Are You"" achieving success in several countries across Europe. Their biggest hit, ""Be Cool"", would be released in Summer of the following year. <a href=""https://www.last.fm/music/Paffendorf"">Read more on Last.fm</a>",
Groove Coverage,551372,8843374,"Groove Coverage is a Dance and Pop band from Ingolstadt, Germany. It was formed in the summer of 2001. The Groove Coverage project consists of Axel Konrad and DJ Novus. The lead singer is named Mell, with a back-up singer named Verena. They have had hits around the world, especially in Europe. They have produced popular remixes of several songs, including ""Love is an Angel"" by Sylver, ""Come With Me"" by Special D., and ""Love Song"" by DJ Cosmo Meets Digital Rockers. <a href=""https://www.last.fm/music/Groove+Coverage"">Read more on Last.fm</a>",
Erykah Badu,1980830,63055237,"Erykah Badu (born Erica Abi Wright on February 26, 1971 in Dallas, Texas) is an American R'n'B/neo-soul artist whose work crosses over into jazz. 

She is best known for her singles You Got Me her collaboration with The Roots, as well as her own songs Tyrone, Love of My Life, On & On, Bag Lady, The Healer,  Honey and Soldier. Her lyrics are highly personal urban philosophy which throw emotional challenges in the face of the listener. She weaves unusual musical influences together creating a rich texture of sound. <a href=""https://www.last.fm/music/Erykah+Badu"">Read more on Last.fm</a>",United States
LFO,422758,4461195,"There are 2 bands under the name LFO:
1. An English band who were pioneers of bleep techno
2. An American three-man pop and rap group

1. English band LFO were one of the pioneers of the bleep techno of the early 1990s. Originally comprising Gez Varley (also known as Jez Varley) and Mark Bell, they met while studying at Leeds and gave their first track, the eponymous “LFO”, to Nightmares On Wax. The demo’s popularity in clubs lead to the track being released by Warp in 1990, where it made it into the Top Twenty. <a href=""https://www.last.fm/music/LFO"">Read more on Last.fm</a>",United States
French Affair,142198,865125,"French Affair is a German-French pop band, established in 2000, whose biggest hits so far are ""Sexy"", ""I want your love"", ""Comme Ci Comme Ca"" and ""My Heart Goes Boom"".

Its lead singer, Barbara Alcindor, was born in Paris, and currently lives in London, England. Alcindor began her career as a fashion model, before trying her hand in music. After signing with the BMG record label and teaming up with the Dreyer Brothers production team, French Affair scored a pair of sizable hit singles in 2000 with 'My Heart Goes Boom' <a href=""https://www.last.fm/music/French+Affair"">Read more on Last.fm</a>",France
Omar,201400,2612182,"There are at least six acts by the name of Omar:

1.  Omar is a UK soul artist of Chinese, African and Indo-Jamaican descent. Born Omar Lye-Fook (1969) in Canterbury England, Omar has been making albums since the early 1990s and his work is often compared to Stevie Wonder’s work of the 1970s. After the lukewarm US sales for the LP “For Pleasure,” subsequent Omar releases were only available as pricey imports. Now Omar releases his own recordings, tours the UK often, occasionally making brief tours in the US. <a href=""https://www.last.fm/music/Omar"">Read more on Last.fm</a>",
Tiësto,2655987,66149100,"Tijs Michiel Verwest, known professionally as Tiësto, is a Dutch DJ and music producer from Breda. He was voted ""the Greatest DJ of All Time"" by Mix magazine in a 2010/2011 poll amongst fans. In 2013, he was voted by DJ Mag readers as the ""best DJ of the last 20 years"". He is also regarded as the ""Godfather of EDM"" by many sources.

In 1997, he founded the label Black Hole Recordings with Arny Bink, where he released the Magik and In Search of Sunrise CD series. <a href=""https://www.last.fm/music/+noredirect/Ti%C3%ABsto"">Read more on Last.fm</a>",Netherlands
Sandee Chan,11726,226530,"One of the most successful and credited female performers of the past fifteen years in Taiwan, Sandee Chan (陳珊妮) is also recognized as one of the most talented producer and song writer through out Asia. Sandee studied piano as a girl, and learned to play an electric piano in high school. As a university freshman, she founded the first Rock and Roll Music Club in Cheng Chi University, while continued to play music through keyboards, guitars and other music instruments, and started to write songs of her own. <a href=""https://www.last.fm/music/+noredirect/Sandee+Chan"">Read more on Last.fm</a>",
Rollergirl,114795,855601,"Rollergirl could refer to two different artists:
1. Nicole Safft, a German singer 
2. A nu disco electronic artist from Athens, Ohio (Rollergirl!)


1.  Nicole Safft (born 19 November 1975), professionally known as Rollergirl, is a German singer with a n umber of successful tracks such as ""Dear Jessie"" (a loose cover of a Madonna song) and ""Luv U More,"" the latter being a cover of a song by Sunscreem. 1999 Germany


2. Rollergirl, the electronic nu disco artist (which can be found on this artist page: Rollergirl!), is done by Adam Rich. <a href=""https://www.last.fm/music/Rollergirl"">Read more on Last.fm</a>",Germany
Two Lone Swordsmen,226367,2549209,"The Two Lone Swordsmen is the British DJ and producer Andrew Weatherall and studio engineer Keith Tenniswood aka Radioactive Man. Formed in early 1996, following the dissolution of Weatherall's influential The Sabres of Paradise techno act, the Swordsmen have explored a variety of styles, from electro to post-punk to IDM. Originally they released material on the label Emissions Audio Output, which Weatherall ran. However, the small nature of the operation limited the duo's success and they have since signed to Warp Records <a href=""https://www.last.fm/music/Two+Lone+Swordsmen"">Read more on Last.fm</a>",United Kingdom
DJ Bobo,375931,3836488,"Peter René Baumann (born January 5, 1968), known by his stage name DJ BoBo, is a Swiss singer, songwriter, rapper, dancer, voice actor, and music producer. He has sold an estimated 14 million records worldwide and has released 12 studio albums, along with several compilation albums featuring reworked versions of his earlier hits. His discography also includes 34 singles, many of which achieved chart success in German-speaking countries as well as other parts of Europe. <a href=""https://www.last.fm/music/DJ+Bobo"">Read more on Last.fm</a>",
Mocean Worker,89904,610962,"Mocean (""motion"") Worker, aka MoWo, is electronic musician/DJ Adam Dorn. Dorn, son of music producer Joel Dorn, incorporates both modern and classical elements of funk, jazz and big-band swing into his work. 

Dorn currently resides in New York.
 <a href=""https://www.last.fm/music/Mocean+Worker"">Read more on Last.fm</a>",
Beth Gibbons,262489,3891435,"Beth Gibbons (born 4 January 1965, in Exeter, United Kingdom) is best known as the vocalist and front woman for the trip hop band Portishead. With Portishead, Gibbons released two studio albums and a live album in the 1990s, followed by a third studio album in 2008.

Gibbons has also collaborated on a separate project with former Talk Talk member Paul Webb a.k.a. Rustin Man. The Beth Gibbons & Rustin Man album, Out of Season, came out in 2002.

2024 saw Gibbons' début as a solo recording artist in her own right. <a href=""https://www.last.fm/music/Beth+Gibbons"">Read more on Last.fm</a>",
Devics,167692,2729999,"Devics is a dream pop band from Los Angeles, California consisting of Sara Lov, Dustin O'Halloran, Ed Maxwell, Theodore Liscinski, and Evan Schnabel. Their music can be described as melancholic.

In 2008, Devics covered The Cure's ""Catch"" for the American Laundromat Records produced compilation ""Just Like Heaven - a tribute to The Cure"". It was recorded by Pall Jenkins of the Black Heart Procession and included performances by Scott Mercado, Jimmy LaValle, Pall Jenkins as well as Dustin O'Halloran and Sara Lov. <a href=""https://www.last.fm/music/Devics"">Read more on Last.fm</a>",United States
Us3,420067,4227018,"Us3 is a jazz-rap group founded in London in 1991. They use samples of classic songs released by Blue Note Records. Among them is ""Cantaloop (Flip Fantasia)"", sampling Herbie Hancock's ""Cantaloupe Island"" on their first album Hand on the Torch. The song received much attention, approaching platinum status in the United States and being adopted as the theme music to the WBUR public radio program The Connection. <a href=""https://www.last.fm/music/Us3"">Read more on Last.fm</a>",
Alva Noto,218211,4858820,"Behind the Alva Noto moniker we find Carsten Nicolai, one of the most important sound explorers of our time. A student of Architecture in his formative years Alva Noto a visual artist who has forged a minimal aesthetic and a conceptual approach to his art.

Sound is changed and evolved into time and space and transformed by tone oscillators and  looping generators. Through these processes the essence of pure electricity is made audible. He works without sequencers <a href=""https://www.last.fm/music/Alva+Noto"">Read more on Last.fm</a>",
Jolina Magdangal,14839,119864,biografia no encontrada,
Orbital,1094375,21958221,"Orbital is an electronic music duo consisting of brothers Phil Hartnoll and Paul Hartnoll formed in Sevenoaks, Kent, England in 1989.  Orbital take their name from Greater London's orbital motorway, the M25, which was central to the early rave scene and party network in the South East during the early days of acid house. One of the biggest names in British electronica during the 1990s, Orbital were both critically and commercially successful, being particularly known for an element of live improvisation during their shows <a href=""https://www.last.fm/music/Orbital"">Read more on Last.fm</a>",United Kingdom
Zero 7,1780703,51972732,"Zero 7 is a London, UK downtempo duo, consisting of Henry Binns & Sam Hardaker. 

They began as studio engineers at Mickie Most's RAK recording studio in London, engineering music for British groups like the Pet Shop Boys, Young Disciples, and Robert Plant. In 1997 they were asked by a college friend, Nigel Godrich (who was busy producing OK Computer), to remix Radiohead's ""Climbing Up the Walls"". They called the mix ""the Zero 7 Mix"" which stuck. <a href=""https://www.last.fm/music/Zero+7"">Read more on Last.fm</a>",United Kingdom
Big Muff,83102,366090,"Alias for New York-based songwriter, musician and producer Itaal Shur. <a href=""https://www.last.fm/music/Big+Muff"">Read more on Last.fm</a>",
Skalpel,397372,7773560,"There are several artists using this name:

1) Skalpel is a DJs/producer duo (Marcin Cichy and Igor Pudlo) from Wroclaw, Poland. Being part of the Ninja Foreign Legion, they're among the best-known and most respected DJs and producers in Poland, and recipients of the prestigious Paszporty Polityki award.

Four of their mixes were aired on Solid Steel in the past, two of which were released on the ""Virtual Cuts"" mixtape. In 2000 along with DJ Vadim and his Russian Percussion, they've toured the country presenting an amazing 4-deck show. <a href=""https://www.last.fm/music/Skalpel"">Read more on Last.fm</a>",Russia
The Crystal Method,992986,20734661,"The Crystal Method is an electronic music act comprising Ken Jordan  (who retired in 2017) and Scott Kirkland. Formed in 1993, The Crystal Method is the most recent stop in a string of projects that led them from their native Las Vegas (and some forgettable four-track stabs at Vocal jazz music), to the early-'90s L.A. rave scene. Drawn in by its youthful idealism, Jordan and Kirkland became absorbed by L.A.'s underground club culture and began knocking out tracks inspired by their experiences. <a href=""https://www.last.fm/music/The+Crystal+Method"">Read more on Last.fm</a>",
Herbert,265741,3602151,"Matthew Herbert is an electronic music producer known for breaking the boundaries and conventions of the genre. Since 1996 he has released music on a variety of record labels under many aliases including Doctor Rockit, Wishmountain, Radioboy, Mr. Vertigo, Transformer, under his own name and with his Big Band. He has played at the Montreux and North Sea Jazz Festivals, Paris' Pompidou Centre, Tokyo's Blue Note, Sonar and Glastonbury, and supported Bjork at the Hollywood Bowl. <a href=""https://www.last.fm/music/Herbert"">Read more on Last.fm</a>",
Darude,1192636,9822835,"Toni-Ville Henrik Virtanen (born July 17, 1975), better known by his stage nameDarude (/dəˈruːd/), is a Finnish DJ and record producer from Eura, Satakunta.

Darude is known worldwide for his anthemic trance style.  He is an electronic dance music producer, DJ and lives in Turku, Finland. He debuted in 1999 with the smash single Sandstorm (#1 hit in numerous charts around the world) and subsequent album Before the Storm.

Virtanen started his career as an amateur musician while in high school, making music using his PC's tracker software. <a href=""https://www.last.fm/music/Darude"">Read more on Last.fm</a>",
Kate Ryan,516874,6664205,"Kate Ryan (born Katrien Verbeeck on July 22, 1980) is a Belgian World Music Award winner. She began her singing career in 2001 and represented Belgium in the Eurovision Song Contest 2006 with ""Je t'adore"" coming in 12th place in the semi-final.

Ryan was born in the small village of Tessenderlo, Belgium. She grew up in a musical family, and had talent for music at a very early age. At eight years of age she had learned to play the piano and guitar. <a href=""https://www.last.fm/music/Kate+Ryan"">Read more on Last.fm</a>",Belgium
Boards of Canada,2038680,159198988,"Boards of Canada is an electronic music duo from Edinburgh, Scotland, UK, formed in 1985 and comprised of brothers Mike Sandison (born 1 June 1970) and Marcus Eoin (born 21 July 1971). They have released a number of works, most notably the studio albums Music Has the Right to Children (1998), Geogaddi (2002), and The Campfire Headphase (2005) on the pioneering electronic music label Warp. Their fourth album Tomorrow's Harvest was released in June 2013. <a href=""https://www.last.fm/music/Boards+of+Canada"">Read more on Last.fm</a>",
Club Des Belugas,265663,3978080,"Club des Belugas is one of the leading lounge & nujazz projects in Germany, perhaps in Europe. They combine Contemporary European Lounge & Nujazz Styles with Brazilian Beats and American Black Soul of the fifties, sixties and seventies, using their unique creativity and intensity.

Main members are Maxim Illion & Kitty the Bill, with such exquisite guests as the Californian Jazz Lady Brenda Boykin, trumpeter Reiner Winterschladen (Nighthawks), Swedish singer anna. <a href=""https://www.last.fm/music/Club+Des+Belugas"">Read more on Last.fm</a>",Brazil
Jon Kennedy,460477,6123361,"Jon Kennedy’s music came to light when he was twenty four and Mr Scruff played his track ‘Tell Me How You Feel’ on the Unfold radio show in Brighton, Tru Thoughts snapped him up straight away. He released three 12” and in 2000 his debut album ‘We’re Just Waiting For You Now’ came out. Two years later he was snapped up by Grand Central. This time Aim, who was a fan of Jon’s ‘Chocolate And Cheese’ track approached him to remix ‘The Girl Who Fell Through The Ice’. <a href=""https://www.last.fm/music/Jon+Kennedy"">Read more on Last.fm</a>",
Nathaniel Merriweather,107336,956831,"see-Lovage <a href=""https://www.last.fm/music/+noredirect/Nathaniel+Merriweather"">Read more on Last.fm</a>",
Variety Lab,167119,821025,"There is no mad scientist in Variety Lab, nor any docile lab assistant. House music, made of hints at French variety music, bordering on lounge music, crafted both for dancing and calm listening to.

Thierry Bellia (programming and machines), the research director, gathered three musicians officiating, in vitro and in vivo, as brilliant live performers. Jérôme Didelot (bass), Alexandre Longo (keyboards) and Jacques Tellitocci (percussions and vibraphone) would certainly not have borne the white walls of a lab. <a href=""https://www.last.fm/music/Variety+Lab"">Read more on Last.fm</a>",France
Archive,812774,38486515,"Archive is a music-collective, originating from London, UK, but based in Paris, France for many years where they enjoy a much bigger following. They are signed to Warner Music France. 

Archive was formed by Londoners Darius Keeler and Danny Griffiths in 1994 and began as an electronica project. At the beginning, they mixed Bristol-style, Massive Attack, Portishead with Rap. The first album of the band, Londinium released in 1996 (with Roya Arab and Rosko John as guest vocalists). <a href=""https://www.last.fm/music/Archive"">Read more on Last.fm</a>",
Scooter,1086919,31424026,"Scooter refers to two distinct musical groups sharing the same name:

1) Scooter is a German electronic music band founded in Hamburg in 1993. The group is known for its contributions to genres such as happy hardcore, rave, and techno. Over the course of its career, the band has sold more than 30 million records and received over 80 gold and platinum awards. It is regarded as one of the most commercially successful German acts in terms of single releases, with 23 songs reaching the top ten charts. <a href=""https://www.last.fm/music/Scooter"">Read more on Last.fm</a>",Germany
C21,17853,158746,"Danish boyband C21 were very popular in Denmark and Asia (especially Thailand). Their first single, Stuck In My Heart, was a big success.

C21 released two albums, C21 and Listen.

Soon after the release of Listen Esben Duus left the band. Søren Bregendal and David Pepke became a two-piece band, having less success than at the beginning of C21.

The group split up late 2005.

Søren's still successfull but now as an actor. <a href=""https://www.last.fm/music/C21"">Read more on Last.fm</a>",
Rouge Rouge,80346,470755,"Group formed by music composer Nicolas Errerà and the multidisciplinary Jean Croc, who are two French electro-music pioneers.

Musician and DJ Jean Croc, is a versatile artist. Participates in Radio casts in french station Radio Nova, collects rare vinyls from 60s and 70s, which are his inspirations to create Rouge Rouge's music.

Nicolas Errerà had previously been with two other groups: ""Grand Popo Football Club"" and ""Cravate Club"". Renowned Film <a href=""https://www.last.fm/music/Rouge+Rouge"">Read more on Last.fm</a>",France
Gigi D'Agostino,975118,14317355,"Luigino Celestino di Agostino (born 17 December 1967), known professionally as Gigi D'Agostino, is an Italian DJ and music producer. He began his career in 1986 as a DJ specialising in Italo disco. His most successful releases include ""Bla Bla Bla,"" ""Another Way,"" his cover of Nik Kershaw's ""The Riddle,"" ""La Passion,"" ""Super,"" and ""L'Amour Toujours,"" all released between 1999 and 2000. The melody of ""L'Amour Toujours"" was later used in the 2018 remix and mashup ""In My Mind."" <a href=""https://www.last.fm/music/Gigi+D%27Agostino"">Read more on Last.fm</a>",Italy
Chateau Flight,51152,204946,"This is an incorrect tag for Château Flight. If this non-artist appears in your charts, do last.fm and yourself a favor. Fix your artist tags.
 <a href=""https://www.last.fm/music/+noredirect/Chateau+Flight"">Read more on Last.fm</a>",
Sweet Trip,739290,38499747,"Sweet Trip was an American glitch pop and experimental rock band from San Francisco, California. The band consisted of Roberto Burgos and Valerie Cooper. Roberto met former band member Viet Le at a high school talent show sign up and the two went on to form the band in 1993. Past members include Valerie Cooper (guitar and vocals, 1993-2022), Viet Le (drums and bass, 1993-2000), Aaron Porter (bass, 1998-2009), and Rob Uytingco (drums, 2000-03). The band is known well for their fusion of shoegaze, idm, electronica, ambient and indie pop. <a href=""https://www.last.fm/music/Sweet+Trip"">Read more on Last.fm</a>",United States
Joachim Garraud,109956,577749,"Joachim Garraud (born in 1968 at Nantes) is a french DJ. Producer and remixer of David Guetta, Geyster, Paul Johnson, Deep Dish, David Bowie, OMD, Kylie Minogue, Mylene Farmer, Cassius, Belamour, Kid Vicious and Saffron Hill, he is an essential actor of the european House scene. He is also co-fondator of Gum Prod, Square Prod and Gum Records. 

One of his particularity who made his fame is to mix sound and video in same time in live with a Pioneer DVJX1 Professional DVD Turntable. <a href=""https://www.last.fm/music/Joachim+Garraud"">Read more on Last.fm</a>",France
Daft Punk,6106948,387903992,"Daft Punk was a multi Grammy Award-winning electronic music duo formed in 1993 in Paris, France, and separated in early 2021, consisting of French musicians Thomas Bangalter (born 3 January 1975) and Guy-Manuel de Homem-Christo (born 8 February 1974). The band is considered one of the most successful electronic music collaborations of all time, both in album sales and in critical acclaim. 

Daft Punk reached significant popularity in the late 90s house movement in France, along with other artists such as Air, Cassius, and Dimitri From Paris. <a href=""https://www.last.fm/music/Daft+Punk"">Read more on Last.fm</a>",France
Sora,88998,973600,"There are at least 9 bands/artists by the name ""Sora"":
  1 Sora (Takeshi Kurosawa) from Kyoto, Japan.
  2 Sora, a Polish hardcore-punk band.
  3 Sora, a Japanese emo quartet.
  4 Sora, from Porvoo, Finland.
  5 Sora (Andrea Hunt) from Calgery, Canada.
  6 SORA J-pop singer from South Korea, Seoul.
  7 SoRA, a female folk singer from Japan.
  8.Sora is a an dark ambient\post-punk from Belgium.
  9.Sora is a Canadian guitar player and rock vocalist. <a href=""https://www.last.fm/music/Sora"">Read more on Last.fm</a>",Canada
D'Sound,66325,845504,"D'Sound is a Norwegian pop band, formed in Oslo, Norway (1993).

The band members consider D'Sound as a modern band where all three of them play equal roles in fronting the band. D'Sound was formed in 1993 when Simone, Kim and Jonny had their first rehearsals in a damp Oslo basement. The band hit the Norwegian charts with the single ”Real Name”, topping both sales and radio charts.

Their debut album, ”Spice of Life”, was subsequently released at the beginning of 1997 <a href=""https://www.last.fm/music/D%27Sound"">Read more on Last.fm</a>",Norway
DJ Encore,128433,1217761,"Andreas Hemmeth, aka DJ Encore, first big break came in 2001, after signing a development deal with Sony ATV Music Publishing. One of his compositions was chosen as the official theme to the premiere version of reality show Big Brother Denmark, and within weeks the catchy theme was everywhere. The song “I See Right Through To You” was an instant mega hit, and Andreas soon signed with Universal Music.  He hooked up with co-writing partner Engelina, and created the act DJ Encore (feat. <a href=""https://www.last.fm/music/DJ+Encore"">Read more on Last.fm</a>",
Quantic,910919,15151733,"Quantic is an umbrella name for UK-born, Will Holland: acclaimed producer, musician and DJ for over 15 years evolving and involving styles like Funk & Jazz to Electronic & Folk music through to Latin, Reggae, Dub & Cumbia. Holland has released over ten full-length albums internationally through the label, Tru Thoughts, ...across six different projects ranging from his DJ/Producer/Remixer moniker that has packed dance floors from Bulgaria to Buenos Aires <a href=""https://www.last.fm/music/Quantic"">Read more on Last.fm</a>",
Soulsearcher,115963,582554,"Marc Pomeroy is one half of the world-renowned remix team ""Jazz-N-Groove Productions"" and co-owner of the critically acclaimed record label Soulfuric Recordings.  He also records under the monikers of ""Urban Blues Project"", ""Deepstar"" and ""Soulsearcher"", as well as remixing for everyone from Loleatta Holloway to Busta Rhymes to Sounds of Blackness.

Marc is originally from Gainesville, Florida, and has a colorful musical heritage.  Drawing on influences ranging from Steely Dan to MSFB, he is an accomplished producer, song writer and musician. <a href=""https://www.last.fm/music/Soulsearcher"">Read more on Last.fm</a>",
