artista,oyentes,reproducciones,bio_resumen,pais
Jimmy LaFave,27480,338306,"Jimmy LaFave (born 12  July 1955 in Wills Point, Texas, a small town 30 miles east of Dallas; died May 21, 2017) was an American singer-songwriter. He is best remembered for crafting a musical style called Red Dirt music, which he did after moving to Stillwater, Oklahoma, something which cemented him as a disciple of the state's most famous folk musician: Woody Guthrie.

LaFave began school down the road from Wills Point in Mesquite and by Junior High was making music perched behind his Sears & Roebuck drum kit. <a href=""https://www.last.fm/music/Jimmy+LaFave"">Read more on Last.fm</a>",United States
Hanne Boel,27756,283348,"Hanne Boel (born August 31, 1957 in Bagsværd, Copenhagen) is a best-selling Danish singer. She is a versatile artist and has sung in church choirs as well as gospel, soul, jazz, pop and rock, not to mention a short stint in techno. 

Boel graduated from the Royal Danish Academy of Music in 1980 and studied a year at the Berklee School of Music in Boston. When she returned to Denmark, she worked as a music teacher for several years, but at the same time she had also been a member of the group Blast from 1981 until 1986. <a href=""https://www.last.fm/music/Hanne+Boel"">Read more on Last.fm</a>",Unknown
Mr. Airplane Man,65577,649231,"Mr. Airplane Man is a Boston duo, Margaret Garrett (guitar, vocals) and Tara McManus (drums, keyboards), who have been playing since 1996. They named themselves after a Howlin' Wolf song. Their obsession with rock and roll music since early high school inspired the band. They began playing on the street and by 1999 they were voted Best New Local Act by readers of the Boston Phoenix.

They recorded their first full-length record in March 2001. It was raw and real. <a href=""https://www.last.fm/music/Mr.+Airplane+Man"">Read more on Last.fm</a>",Unknown
Tab Benoit,95743,961950,"Tab Benoit (born November 17, 1967 in Baton Rouge, Louisiana, United States) is a blues guitarist, musician and singer. He plays a style that is a combination of Swamp blues, Soul blues and Chicago blues. He plays Fender guitars and writes his own music compositions. Benoit graduated from Vandebilt Catholic High School in Houma, Louisiana in May, 1985. In 2003, he formed an organization promoting awareness of coastal wetlands preservation known as ""Voice of the Wetlands."" <a href=""https://www.last.fm/music/Tab+Benoit"">Read more on Last.fm</a>",Unknown
Michael Burks,47746,348848,"Styles: Modern Electric Blues, Soul-Blues, Blues-Rock

Biography

Born in Milwaukee in 1957, blues guitarist Michael Burks began learning his instrument at an early age -- inspired by his musical family (his father played bass and often performed alongside harmonica legend Sonny Boy Williamson II, while his grandfather was a Delta-style bluesman from Camden, AR). By the age of five, he was playing along with his father, and picked up a thing or two <a href=""https://www.last.fm/music/Michael+Burks"">Read more on Last.fm</a>",Unknown
The Blues Brothers,628390,8917981,"The Blues Brothers is an American blues band founded in 1978 by comedians Dan Aykroyd and John Belushi as part of a musical sketch on Saturday Night Live. Belushi and Aykroyd, respectively in character as lead vocalist ""Joliet"" Jake Blues and harpist/vocalist Elwood Blues, fronted the band, which was composed of well-known and respected musicians. The band made its debut as the musical guest on the April 22, 1978, episode of Saturday Night Live.
 <a href=""https://www.last.fm/music/The+Blues+Brothers"">Read more on Last.fm</a>",United States
Chris Thomas King,160222,727879,"Chris Thomas King (born October 14, 1962 in Baton Rouge, Louisiana) is an American blues musician and actor. He is the son of blues musician Tabby Thomas.

In the 2000 movie O' Brother, Where Art Thou?, he played legendary bluesman Tommy Johnson. On the “O Brother…” soundtrack he plays Skip James’ “Hard Time Killing Floor Blues”. In the 2004 movie Ray, he played bandleader Lowell Fulson. He has also appeared in several documentaries about the blues and about music.

Website: Chris Thomas King <a href=""https://www.last.fm/music/Chris+Thomas+King"">Read more on Last.fm</a>",United States
Lucky Lloyd,1586,5044,biografia no encontrada,Unknown
Mighty Sam McClain,28062,182911,"Samuel McClain (April 15, 1943 – June 15, 2015), billed as Mighty Sam (McClain), was an American soul blues singer and songwriter.

He was born in Monroe, Louisiana. As a five-year-old, he began singing in his mother's Gospel Church. McClain left home when he was thirteen and followed local R&B guitarist, Little Melvin Underwood through the Chitlin' Circuit, first as his valet and then as lead vocalist himself at 15.

While singing at the 506 Club in Pensacola <a href=""https://www.last.fm/music/Mighty+Sam+McClain"">Read more on Last.fm</a>",United States
Jimmy Thackery,26441,197522,"Jimmy Thackery (born May 19, 1953, Pittsburgh, Pennsylvania, United States) is an American blues singer, guitarist and songwriter.

Career

Thackery spent fourteen years as part of The Nighthawks, the Washington, D.C.–based blues and roots rock ensemble. After leaving the Nighthawks in 1986, Thackery toured under his own name.

Born in Pittsburgh and raised in Washington, Thackery co-founded The Nighthawks with Mark Wenner in 1972 and went on to record over twenty albums with them. <a href=""https://www.last.fm/music/Jimmy+Thackery"">Read more on Last.fm</a>",United States
Free,936265,8988256,"Free was an English rock band formed in London in 1968 by Paul Rodgers (vocals), Paul Kossoff (guitar), Andy Fraser (bass, piano), and Simon Kirke (drums, percussion). The band is best known for the songs ""All Right Now"" and ""Wishing Well"". Although initially more successful as a live act, their commercial breakthrough came with their third studio album, ""Fire and Water"" (1970), which included ""All Right Now"". This track contributed to their appearance at the 1970 Isle of Wight Festival <a href=""https://www.last.fm/music/Free"">Read more on Last.fm</a>",Unknown
The Notorious Cherry Bombs,5234,34082,"Formed in the late '70s as Rodney Crowell's road band, the Cherry Bombs' original members include guitarists Vince Gill and Richard Bennett, keyboardist Tony Brown, steel guitarist Hank DeVito, drummer Larrie Londin and bassist Emory Gordy Jr. The core group recorded with Crowell during his tenure at Warner Bros. Records and on the first three albums recorded by Crowell's then-wife, Rosanne Cash.

Members of the band reunited briefly in 2002 for a performance at the ASCAP awards banquet <a href=""https://www.last.fm/music/The+Notorious+Cherry+Bombs"">Read more on Last.fm</a>",Unknown
Denise LaSalle,65575,306571,"Denise LaSalle (Ora Denise Allen, July 16, 1934 - January 8, 2018) was an American blues  R&B and soul singer, songwriter, and record producer who, since the death of Koko Taylor, has been recognized as the ""Queen of the Blues"".

Born near Sidon, Mississippi and raised in Belzoni, she sang in church choirs before moving to Chicago in the early 1960s. She sat in with R&B musicians and wrote songs, influenced by country music as well as the blues, before winning a recording contract with Chess Records in 1967. <a href=""https://www.last.fm/music/Denise+LaSalle"">Read more on Last.fm</a>",United States
Jimmy Rogers,107180,601348,"Jimmy Rogers (June 3, 1924–December 19, 1997) was a blues guitarist best known for his work as a member of Muddy Waters' band of the 1950s.

Jimmy Rogers was born James A. Lane in Ruleville, Mississippi, and was raised in Memphis. Rogers learned the harmonica alongside his childhood friend Snooky Pryor, and as a teenager took up the guitar and played professionally in East St. Louis, Illinois (where he played with Junior Lockwood), before moving to Chicago in the mid-1940s after serving in the military. <a href=""https://www.last.fm/music/Jimmy+Rogers"">Read more on Last.fm</a>",Unknown
The Beat Daddys,3281,21902,"The BEAT DADDYS 

  

Larry Grisham is a survivor, plain and simple. Both personally and professionally, he has overcome obstacles most people will never face. Time and again he not only met these challenges, but rose to them and came out the other side stronger for the experience. But isn't that what the Blues is all about? 

Larry was born in southern Indiana in 1953 and moved about much as a child, attending sixteen different schools before graduating from high school. <a href=""https://www.last.fm/music/The+Beat+Daddys"">Read more on Last.fm</a>",Unknown
The Derek Trucks Band,209179,2631246,"The Derek Trucks Band is a band started by slide guitarist prodigy, Derek Trucks, who began playing guitar and touring with The Allman Brothers Band, as early as eleven years old. Raised partly on tour with them throughout his youth, meeting and playing with famous musicians, Trucks was still unsure about his own future. He resolved to start his own band while still an adolescent. What first began as a side project, and a way for Trucks to explore his own creativity <a href=""https://www.last.fm/music/The+Derek+Trucks+Band"">Read more on Last.fm</a>",Unknown
The Quantic Soul Orchestra,325508,4318418,"The Quantic Soul Orchestra is a live funk project initiated by Will Holland, aka Quantic, which eschews the use of samples in favour of a rawer '70s sound. Considered one of the main acts in the modern funk movement.

Releases
- Stampede (2003)
- Pushin' On (2005)
- I'm Thankful (2006)
- Tropidélico (2007)

""Putting something back"" is how Will Holland described the reason for starting The Quantic Soul Orchestra. Having released two succesful albums <a href=""https://www.last.fm/music/The+Quantic+Soul+Orchestra"">Read more on Last.fm</a>",Unknown
Luther Allison,199510,1409838,"Luther Allison (born 17 August 1939 in Widener, AR, died 12 August 1997 in Madison, WI) was an American blues guitarist. His powerful guitar work – equal parts traditional blues string-bending and wall-shaking rock 'n roll – is matched in energy only by his soul-deep vocals. His live shows (often clocking in at well over three hours) are the stuff of legend.

He was born in Widener, Arkansas (the 14th of 15 musically gifted children) first connected to the blues at age ten <a href=""https://www.last.fm/music/Luther+Allison"">Read more on Last.fm</a>",United States
Grant Green,464767,4852710,"Grant Green (June 6, 1935 – January 31, 1979) was a jazz guitarist and composer.

Recording prolifically and almost exclusively for Blue Note Records (as both leader and sideman) Green performed well in hard bop, soul jazz, bebop and Latin-tinged settings throughout his career. Critics Michael Erlewine and Ron Wynn write, ""A severely underrated player during his lifetime, Grant Green is one of the great unsung heroes of jazz guitar ... Green's playing is immediately recognizable -- perhaps more than any other guitarist. <a href=""https://www.last.fm/music/Grant+Green"">Read more on Last.fm</a>",Unknown
Buddy Guy,730672,8816314,"Buddy Guy (born George Guy, July 30, 1936 in Lettsworth, Louisiana) is an American blues music and rock music guitarist, as well as a singer. Known as an inspiration to Jimi Hendrix and other 1960s blues and rock legends, Guy is considered as an important proponent of Chicago blues made famous by Muddy Waters and Howlin' Wolf. He has influenced both widely known and local blues guitarists.

Guy is known for his showmanship; for example, he plays with drumsticks and walks into the audience whilst playing <a href=""https://www.last.fm/music/Buddy+Guy"">Read more on Last.fm</a>",United States
Guru,532598,8443768,"Keith Edward Elam (July 17, 1961 – April 19, 2010) - known professionally as Guru - was one half of the legendary hip hop duo Gang Starr and an accomplished solo artist. Guru, an acronym for Gifted Unlimited Rhymes Universal, originally began his hip hop career in Boston but due to lack of local support moved to New York where Gang Starr then blew up. Guru was well known for his smooth voice; socially conscious and hardcore lyrics; and an effortless, confident delivery. <a href=""https://www.last.fm/music/Guru"">Read more on Last.fm</a>",Unknown
John Mayall & The Bluesbreakers,426663,3592448,"John Mayall & the Bluesbreakers was a pioneering English blues band, led by singer, songwriter, and multi-instrumentalist John Mayall, OBE. Mayall used the band name between 1963 and '67 then dropped it for some fifteen years, but in 1982 a 'Return of the Bluesbreakers' was announced and the name began to be re-used. The name became generic without a clear distinction which recordings could be credited just to the leader or to leader and his band. The Bluesbreakers have included luminaries such as: <a href=""https://www.last.fm/music/John+Mayall+&+The+Bluesbreakers"">Read more on Last.fm</a>",Unknown
Mitch Woods And His Rocket 88‘s,5673,22503,"See Mitch Woods & His Rocket 88's. <a href=""https://www.last.fm/music/Mitch+Woods+And+His+Rocket+88%E2%80%98s"">Read more on Last.fm</a>",Unknown
Little Milton,136104,742386,"James Milton Campbell Jr. (September 7, 1934 – August 4, 2005), better known as Little Milton, was an American blues singer and guitarist, best known for his number-one R&B single ""We're Gonna Make It"". His other hits include ""Baby, I Love You"", ""Who's Cheating Who?"", and ""Grits Ain't Groceries (All Around The World)"".

A native of the Mississippi Delta, Milton began his recording career in 1953 at Sun Records before relocating to St. Louis and co-founding Bobbin Records in 1958. <a href=""https://www.last.fm/music/Little+Milton"">Read more on Last.fm</a>",United States
Magic Sam,161042,1129330,"Magic Sam (Samuel Gene Maghett, February 14, 1937 – December 1, 1969) was an American Chicago blues musician. He was born in Grenada, Mississippi, and learned to play the blues from listening to records by Muddy Waters and Little Walter. After moving to Chicago at the age of 19, he was signed by Cobra Records and became well known as a bluesman after the release of his first record, ""All Your Love"", in 1957. He was known for his distinctive tremolo guitar playing. <a href=""https://www.last.fm/music/Magic+Sam"">Read more on Last.fm</a>",United States
Albert Cummings,75782,620182,"Albert Cummings (born Williamstown, Massachusetts) is an American blues musician who has recorded under Blind Pig Records. He has played alongside B.B. King, Johnny Winter, and Buddy Guy.

Cummings learnt the requisite three chords on the guitar from his father, but then switched to playing banjo at age 12 and became a fan of bluegrass music. He went to festivals and won several picking contests in high school. Before graduating, he heard the early recordings of Stevie Ray Vaughan and, while in college in 1987,  saw Vaughan perform. <a href=""https://www.last.fm/music/Albert+Cummings"">Read more on Last.fm</a>",United States
Peter Green Splinter Group,47224,372888,"Peter Green formed the splinter group with Nigel Watson.
The Peter Green Splinter Group was a band led by renowned blues guitarist and singer, Peter Green.

Green was the leader of Fleetwood Mac until he suffered a mental breakdown during the 1970s. He was rehabilitated with the aid of Nigel Watson, the late Cozy Powell and other friends, and then began touring and recording with the Splinter Group. The group was disbanded in early 2004 with Green's departure from the group - an upcoming tour was cancelled <a href=""https://www.last.fm/music/Peter+Green+Splinter+Group"">Read more on Last.fm</a>",Unknown
Magic Slim & The Teardrops,35230,255127,"Magic Slim was born Morris Holt in Torrence, Mississippi, on August 7, 1937. He took an early interest in music, singing in the church choir, and fashioning a guitar for himself with baling wire from a broom, which he nailed to the wall. ""Mama whooped me for that,"" recalls Slim. His first love was the piano, but having lost the little finger on his right hand in a cotton gin accident he found it difficult to play properly. Undaunted, he simply switched to guitar <a href=""https://www.last.fm/music/+noredirect/Magic+Slim+&+The+Teardrops"">Read more on Last.fm</a>",Unknown
Lil Ed & The Blues Imperials,11088,48293,biografia no encontrada,Unknown
Muddy Waters,1078872,16447017,"Muddy Waters (McKinley Morganfield, Issaquena County, Mississippi, April 4, 1913 - Westmont, Illinois,  April 30, 1983) was an American blues musician and is generally considered ""the father of Chicago Blues."" His career spanned over thirty years and he produced what are considered to be some of the finest blues songs ever, such as Hoochie Coochie Man, Mannish Boy and Got My Mojo Working. 

Muddy Waters is generally considered one of the most influential bluesmen of all time. <a href=""https://www.last.fm/music/Muddy+Waters"">Read more on Last.fm</a>",United States
Nitty Gritty Dirt Band,286350,2863672,"The Nitty Gritty Dirt Band <a href=""https://www.last.fm/music/+noredirect/Nitty+Gritty+Dirt+Band"">Read more on Last.fm</a>",Unknown
Bobby Wayne,2764,10993,biografia no encontrada,Unknown
Alicia Keys,4060588,98165315,"
Alicia Augello Cook (born January 25, 1981), better known by her stage name Alicia Keys, is an American recording artist, musician and actress. She was raised by a single mother in the Hell's Kitchen area of Manhattan in New York City, New York, United States. At age seven, Keys began to play classical music on the piano. She attended Professional Performing Arts School and graduated at 16 as valedictorian. She later attended Columbia University before dropping out to pursue her music career. <a href=""https://www.last.fm/music/Alicia+Keys"">Read more on Last.fm</a>",United States
Robert Belfour,27572,169924,"Robert ""Wolfman"" Belfour (born September 11, 1940, Holly Springs, MS, passed February 24, 2015) is an American Blues musician. His father, Grant Belfour taught him the guitar at a young age and he continued his tutelage in the Blues from musicians Otha Turner, R. L. Burnside, and Junior Kimbrough. Kimbrough, in particular, had a profound influence on him.

His father died when Belfour was thirteen, and his music was relegated to what little free time he had, as his energy went to helping his mother provide for the family. <a href=""https://www.last.fm/music/Robert+Belfour"">Read more on Last.fm</a>",United States
Tadg Galleran,67,242,biografia no encontrada,Unknown
"David ""Honeyboy"" Edwards",19258,84607,"David ""Honeyboy"" Edwards (Shaw, Mississippi, June 28, 1915 - Chicago, Illinois, August 29, 2011) was a Delta blues guitarist and singer from the American South.

Honeyboy Edwards was the oldest living Delta blues player, and continued to tour at the age of 95. Edwards received a Grammy Lifetime Achievement Award on January 31, 2010, his second Grammy.

Edwards was born in Shaw, Mississippi. He was a friend to the musician Robert Johnson and claims he was present on the fateful night Johnson drank the poisoned whiskey that took his life. <a href=""https://www.last.fm/music/David+%22Honeyboy%22+Edwards"">Read more on Last.fm</a>",United States
Snowy White,222146,1958414,"
Snowy White (born on 3 March 1948, as Terence Charles White, in Barnstaple, Devon) is a British blues and rock guitarist, mostly known for having played for Thin Lizzy (permanent member from 1979 to 1981) and for Pink Floyd (as a backup player; he was first invited to join the band through Europe and America, in 1977).

His 1983 solo debut album after leaving Thin Lizzy was titled White Flames and spawned the hit single Bird of Paradise. 

During the following years, White focused on touring extensively with his White Flames band. <a href=""https://www.last.fm/music/Snowy+White"">Read more on Last.fm</a>",United Kingdom
Johnny Nicholas,2575,18690,"When it comes to Americana Roots Music and especially the Blues, the late great Stephen Bruton knew what he was talking about. Those who knew him knew that he always got to the point. His description of his long time friend and musical comrade in arms is succinct and quite a heady compliment, but then, Johnny Nicholas is an amazing talent.

For four decades Johnny’s consummate musicianship and vocal skills have graced live music scenes across the country and abroad. <a href=""https://www.last.fm/music/Johnny+Nicholas"">Read more on Last.fm</a>",Unknown
Sister Swing,3423,19553,biografia no encontrada,Unknown
"Jimmy ""T99"" Nelson",662,2530,biografia no encontrada,Unknown
Guy Davis,49960,299707,"Guy Davis (born 12 May 1952 in New York, NY) is an award-winning American blues guitarist, actor, and musician. 

The son of stage and film performers Ossie Davis and Ruby Dee, Davis made his stage debut at age 16 in the play ""Cotton Comes to Harlem"".  He recorded an album for the Folkways label in 1978, appeared in the film ""Beat Street"" in 1984, appeared on the daytime television drama ""One Life to Live"", appeared in the play ""Mulebone"" -- with a score by Taj Mahal -- in 1991. <a href=""https://www.last.fm/music/Guy+Davis"">Read more on Last.fm</a>",United States
Robert Randolph & The Family Band,193330,1614816,"Robert Randolph & The Family Band is a multicultural American blues and funk band composed of Robert Randolph, Marcus Randolph (drums), Danyel Morgan (bass), and Jason Crosby (organ). Frontman Robert Randolph was trained as a pedal steel guitarist in the House of God Church, Keith Dominion, in Nashville, TN and makes prominent use of the instrument in the band's music. The group's sound is inspired by successful 1970s funk bands such as Earth, Wind & Fire and Sly & the Family Stone <a href=""https://www.last.fm/music/Robert+Randolph+&+The+Family+Band"">Read more on Last.fm</a>",United States
Rory Gallagher,485873,9627397,"Rory Gallagher (1948-1995) was a legendary Irish blues/rock guitarist, born in Ballyshannon, County Donegal, and raised in County Cork. He is regularly credited as one of the most influential Irish rock and blues musicians of all time. Before finding solo fame he was a member of blues-rock band Taste.

In 1972 he was voted Melody Maker's Top Musician of the Year, dethroning Eric Clapton.

Rory's relevance faded in the 1980s, amid health issues and dwindling interest in blues rock as a whole. <a href=""https://www.last.fm/music/Rory+Gallagher"">Read more on Last.fm</a>",Ireland
The Bellfuries,5276,70963,"The Bellfuries are a root-rock Americana band out of Austin, Texas. The rotating members are lead by the singer-songwriter, Joey Simeone. Simeone has a wealth of influences from The Smiths and The Misfits to Dave Rich and Webb Piece. His insightful and often humorous lyrics only rival the brillancy of the music. Currently, The Bellfuries are reinventing themselves again as a quartet, bringing in Bobby Trimble of Big Sandy and the Fly-Rite Boys, Shecky Seaver and Mike Molnar.  <a href=""https://www.last.fm/music/The+Bellfuries"">Read more on Last.fm</a>",Unknown
Tom Waits,1925492,123084950,"Tom Waits (born Thomas Alan Waits, in Pomona, California, on December 7, 1949) is a prolific American singer, songwriter, composer, and actor.

He started his career in the early 1970s as a singer in spit 'n' sawdust bars. Initially, he was deeply influenced by the beat generation, novelists like Jack Kerouac and William S. Burroughs, and poets like Allen Ginsberg and Charles Bukowski.  Waits is often compared to Charles Bukowski, being similar both in content and lifestyle <a href=""https://www.last.fm/music/Tom+Waits"">Read more on Last.fm</a>",United States
Rusty Zinn,6445,37686,"Rusty Zinn was born in 1970 in Long Beach, Ca. Rusty's love for music began at the tender age of five upon hearing sweet vocal harmonies on the radio. As Rusty says, ""one of my first musical memories is driving in the back seat of my folks old Toyota as my Mother drove to the laundromat and hearing The Stylistics and The Spinners on the car radio. I don't think my Mom was necessarily digging on it, I think she just merely had the radio on, but those sounds stuck with me. <a href=""https://www.last.fm/music/Rusty+Zinn"">Read more on Last.fm</a>",Unknown
Robert Cray,265685,2651231,"Robert Cray (born August 1, 1953, Columbus, Georgia) is an American blues guitarist and singer. A five-time Grammy Award winner, he has led his own band (the Robert Cray Band), as well as an acclaimed solo career. In 2011, Cray was inducted to the Blues Hall of Fame.

While Cray was among artists such as Stevie Ray Vaughan and George Thorogood who got wider radio airplay and regular MTV video exposure during the late 1980s, he started playing guitar in his early teens. <a href=""https://www.last.fm/music/Robert+Cray"">Read more on Last.fm</a>",United States
Steve Vaus,800,4635,biografia no encontrada,Unknown
Sam Myers,9795,35706,"Sam Myers (February 19, 1936 – July 17, 2006) was an American blues musician and songwriter.

He was born in Laurel, Mississippi. Myers appeared as an accompanist on dozens of recordings for blues artists over the past five decades, and fronted one of the top blues bands in the world. He began his career as a drummer for Elmore James but was most famous as a blues vocalist and blues harp player. Myers was in high demand for his authentic delta blues sound. <a href=""https://www.last.fm/music/Sam+Myers"">Read more on Last.fm</a>",United States
Xavier Rudd,548537,10007684,"Xavier Rudd (born 29 May 1978) is a soulful Australian singer-songwriter and multi-instrumentalist whose songs encompass themes such as spirituality, humanity, environmentalism and the rights of Indigenous Australians. He recorded as Xavier Rudd & Izintaba for the 2010 album ""Koonyum Sun"" and as Xavier Rudd & the United Nations for the 2017 album ""Nanna"". 

Growing up in a family of seven children in Torquay, Victoria (Australia), near the famous surfing location Bells Beach, Rudd showed a keen interest in music. <a href=""https://www.last.fm/music/Xavier+Rudd"">Read more on Last.fm</a>",Australia
Randy Crawford,460420,3562510,"Randy Crawford (born Veronica Crawford, February 18, 1952, in Macon, Georgia, USA), is a jazz and R&B singer.

Crawford first polished her craft at club gigs from Cincinnati to St. Tropez, but made her name in mid 1970s in New York, where she sang with jazzmen George Benson on his album ""Big Man"" 1975) and Cannonball Adderley.

She then led Jazz veterans The Crusaders on the transatlantic big hit ""Street Life"" (1979). Her follow up solo efforts included ""'One Day I'll Fly Away"" (1980 <a href=""https://www.last.fm/music/Randy+Crawford"">Read more on Last.fm</a>",Unknown
Eric Burdon,230809,1414870,"Eric Victor Burdon (May 11, 1941 in Newcastle, England) is a singer. He formed The Animals in 1963, a blues rock group who were one of the early influences of punk rock. They were known for their organ-guitar sound and Burdon's aggressive show performance, screaming, growling and howling. In September 1966 he formed Eric Burdon & The Animals, a psychedelic/progressive/hard rock group, who influenced grunge, heavy metal and the modern alternative rock genre. <a href=""https://www.last.fm/music/Eric+Burdon"">Read more on Last.fm</a>",Unknown
Kirk Fletcher,19465,107645,"When founder and CEO Randy Chortkoff initially formed Delta Groove Music, his vision for the label’s first two premiere albums shared a common bond; an exceptionally gifted, young African-American guitarist named Kirk Fletcher. Born December 23, 1975 in Bellflower, California, and son of a Baptist minister, Fletcher began playing guitar at the age of eight after watching his brother Walter perform at their father’s church. A life changing experience then occurred at the age of twelve <a href=""https://www.last.fm/music/Kirk+Fletcher"">Read more on Last.fm</a>",Unknown
Sean Costello,12642,155294,"April 16, 1979-April 15, 2008

Born in Philadelphia, Costello began playing guitar at age nine, about the time his family moved to Atlanta. He came of age early, appearing regularly in clubs before he could drive, much less gain legal admission, to them. At age 14, his winning performance in the finals of the Memphis Blues Society’s talent competition had career-changing effects. First, it netted him studio time to record his debut album, Call The Cops, a collection of 1940s and 1950s-style Chicago blues. <a href=""https://www.last.fm/music/Sean+Costello"">Read more on Last.fm</a>",Unknown
Mem Shannon,4859,26586,"Mem is a former 15-year Bourbon Street cab driver who's since released 4 albums worldwide (2 on Rykodisc, 2 on Shanachie). Mem Shannon & The Membership are from New Orleans and while their music is rooted in the blues, it's soaked through with that Big Easy syncopated sound, oozing with funk. They've played the New Orleans Jazz & Heritage Festival 12 years. They've won or been nominated for a ton of ""Best Of"" awards for Louisiana music and national blues - including 2 W. <a href=""https://www.last.fm/music/Mem+Shannon"">Read more on Last.fm</a>",Unknown
Mark Selby,11901,99854,"Mark Otis Selby (born in Enid, Oklahoma, died September 18, 2017 in Nashville, Tennessee, aged 56) was an American blues rock singer-songwriter, guitarist, multi-instrumentalist and producer. He is a solo artist, signed to ZYX Records in Europe, and one half of performing duo with his wife, songwriter Tia Sillers. He also plays guitar in recording sessions for musical artists such as Kenny Rogers, Johnny Reid, Keni Thomas, Jimmy Hall and Wynonna Judd. <a href=""https://www.last.fm/music/Mark+Selby"">Read more on Last.fm</a>",United States
The Band,1352459,26997139,"The Band was an influential Canadian rock n' roll group in the 1960s and 1970s formed in Toronto, Ontario, Canada. The original members were Robbie Robertson (guitar, piano, drums, harmonica), Richard Manuel (piano, harmonica, drums, saxophone, organ, slide guitar), Garth Hudson (organ, piano, clavinet, accordion, synthesizer, saxophone), Rick Danko (bass guitar, violin, trombone, guitar), and Levon Helm (drums, mandolin, guitar, bass guitar, harmonica).  <a href=""https://www.last.fm/music/The+Band"">Read more on Last.fm</a>",Canada
Ten Years After,926426,9092482,"Ten Years After is an English blues rock band, most popular in the late 1960s and early 1970s. Between 1968 and 1973, the band scored eight Top 40 albums in the UK Albums Chart,  twelve albums in the US Billboard 200, and are best known for tracks such as ""I'm Going Home"", ""Hear Me Calling"", ""I'd Love to Change the World"" and ""Love Like a Man"". Their musical style is blues rock and hard rock.

Originally from Nottingham in the UK, this band of virtuoso <a href=""https://www.last.fm/music/Ten+Years+After"">Read more on Last.fm</a>",Unknown
Tommy Johnson,79604,391454,"Tommy Johnson (1896 – November 1, 1956) was an influential American delta blues musician, who recorded in the late 1920s, and was known for his eerie falsetto voice and intricate guitar playing.

Johnson was born near Terry, Mississippi, and moved around 1910 to Crystal Springs where he lived for most of his life. He learned to play the guitar and, by 1914, was supplementing his income by playing at local parties with his brothers Major and LeDell. <a href=""https://www.last.fm/music/Tommy+Johnson"">Read more on Last.fm</a>",United States
Andy Lee Lang,1447,11501,biografia no encontrada,Unknown
Sonny Rollins,729190,7498056,"Walter Theodore ""Sonny"" Rollins (born September 7, 1930) is an American jazz tenor saxophonist who is widely recognized as one of the most important and influential jazz musicians. In a seven-decade career, he has recorded over sixty albums as a leader. A number of his compositions, including ""St. Thomas"", ""Oleo"", ""Doxy"", ""Pent-Up House"", and ""Airegin"", have become jazz standards. Rollins has been called ""the greatest living improviser"" and the ""Saxophone Colossus"".  <a href=""https://www.last.fm/music/Sonny+Rollins"">Read more on Last.fm</a>",United States
Wes Montgomery,780410,10343606,"John Leslie ""Wes"" Montgomery (March 6, 1923 – June 15, 1968) was an American jazz guitarist. He is widely considered one of the major jazz guitarists, emerging after such seminal figures as Django Reinhardt and Charlie Christian and influencing countless others, including George Benson, Kenny Burrell, Royce Campbell, Grant Green, Jimi Hendrix, Steve Howe, Russell Malone, Pat Martino, Pat Metheny, Lee Ritenour, Randy Napoleon, and Emily Remler.
 <a href=""https://www.last.fm/music/Wes+Montgomery"">Read more on Last.fm</a>",United States
Los Deltonos,6952,116509,"Los DelTonos is a spanish rock band from Muriedas, Cantabria. The band was started at the end of the 80's by Hendrik Röver, (Berlin, 03/23/66), who was responsible for guitar and voices. Their debut album was ""3 Hombres Enfermos"", published in 1990. Their initial sound was close to blues and rythm 'n blues versioning songs from Albert Collins, Albert King, Freddie King, Otis Rush or Fabulous Thunderbirds in live performances. During the last years <a href=""https://www.last.fm/music/Los+Deltonos"">Read more on Last.fm</a>",Spain
Dr. John,665626,7299392,"Dr. John (born Malcolm John Rebennack on 20 November 1941; died 6 June 2019) was an American singer, pianist, guitarist, and songwriter whose music combined blues, boogie woogie and rock and roll.  The winner of six Grammy awards, Rebennack was inducted to the Rock and Roll Hall of Fame by singer John Legend on Monday, March 14, 2011. He was variously known as Mac Rebennack, Dr. John Creaux, Dr. John, the Night Tripper.

Dr. John began making his own idiosyncratic music in the 1960s. <a href=""https://www.last.fm/music/Dr.+John"">Read more on Last.fm</a>",United States
Mario Bradley,1127,9436,"Mario Bradley, by now a familiar name on the scene, has been passionate about his music since an early age. He recalls being influenced quite early on by such favourite artists as Joe Clay, Hardrock Gunter, Jack Earl, Big Joe Turner, Elvis, Carl Perkins and Big Boy Arthur Cruddup. Mario was already playing double bass by the age of 17, but his musical career began in the late seventies and early eighties when he was playing with such bands as The Marvels, and later on The Blue Ridge Mountain Boys and The Bootleggers. <a href=""https://www.last.fm/music/Mario+Bradley"">Read more on Last.fm</a>",Unknown
